"Species name";"Taxonomic group";"Environment";"Pathway: main category
(according to CBD scheme)";"Pathway: subcategory 
(according to CBD scheme)";"Pathway: intentionality ";"Source of the record:
D = DAISIE
G = GISD/IASPMR";"Record concerns overlapping species (i.e. species with records in both databases: DAISIE and GISD/IASPMR)";"Record concerns species that is listed among 'Europe's Worst IAS' according to EEA (2007) Halting the loss of biodiversity by 2010: proposal for a first set of indicators to monitor progress in Europe. EEA Technical Report No. 11/2007. European Environment Agency, Copenhagen, DK.";"Record concerns species that is listed among the '100 of the Worst IAS' in DAISIE
(www.europe-aliens.org)";"Record concerns species that is listed among the '100 of the Worst IAS' in GISD
(www.iucngisd.org)"
"Malva sylvestris";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Malva sylvestris";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Malva sylvestris";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Malva sylvestris";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Malva sylvestris";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Malva sylvestris";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Malva verticillata";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Malva verticillata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Malva verticillata";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Malva verticillata";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Malvastrum americanum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Malvufundus regulus";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Manayunkia caspica";"Invertebrates";"freshwater";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Mantella baroni";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantella bernhardi";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantella betsileo";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantella cowanii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantella haraldmeieri";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantella madagascariensis";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mantisalca salmantica";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Mantoniella squamata";"Algae";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Marava arachidis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Food contaminant";"unintentional";"D";;;;
"Marenzelleria neglecta";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;"x";"x";
"Margaroperdix madagascariensis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";;;;
"Mariscus congestus";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Marmota marmota";"Vertebrates";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Marosatherina ladigesi";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Marrubium alternidens";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Marrubium peregrinum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Marrubium peregrinum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Marrubium peregrinum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Marrubium vulgare";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Marrubium vulgare";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Marrubium vulgare";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Marsilea mutica";"Plants";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Marsilea quadrifolia";"Plants";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Marsilea quadrifolia";"Plants";"freshwater";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Marsilea quadrifolia";"Plants";"freshwater";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Marsupenaeus japonicus";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;"x";"x";
"Marsupenaeus japonicus";"Invertebrates";"marine";"Escape from confinement";"Aquaculture";"intentional";"D";;"x";"x";
"Marsupenaeus japonicus";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;"x";"x";
"Marteilia refringens";"Other";"marine";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Massilieurodes chittendeni  aleyrodoidae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Mastacembelus armatus";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Matricaria discoidea";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matricaria discoidea";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matricaria discoidea";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Matricaria discoidea";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Matricaria discoidea";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Matricaria recutita";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matricaria recutita";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Matricaria recutita";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Matsucoccus feytaudi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Matteuccia struthiopteris";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matteuccia struthiopteris";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Matthiola incana";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matthiola incana";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Matthiola incana";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Matthiola incana";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Matthiola incana";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Matthiola longipetala";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Mauremys caspica";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys leprosa";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys mutica";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys mutica";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys mutica";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys mutica";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys reevesii";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys rivulata";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys sinensis";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mauremys sinensis";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Mayaca fluviatilis";"Plants";"freshwater";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Maylandia greshakei";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Maylandia lombardoi";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Maylandia sp.";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Maylandia zebra";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Mazus japonicus";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Mazus miquelii";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Mecistops cataphractus";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Meconema meridionale";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Meconopsis cambrica";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Meconopsis cambrica";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Medicago arabica";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago arabica";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Medicago arabica";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Medicago arabica";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago arabica";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago arborea";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Medicago arborea";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago arborea";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Medicago blancheana";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago caerulea";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago carstiensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago ciliaris";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago disciformis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago falcata";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Medicago falcata";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Medicago intertexta";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago laciniata";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago laciniata";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago littoralis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago lupulina";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago lupulina";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago minima";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago minima";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago monantha";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago monantha";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago orbicularis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago orbicularis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago polymorpha";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago polymorpha";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago polymorpha";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago praecox";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago prostrata";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago rigidula";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago rigidula";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Medicago romanica";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago rugosa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago sativa";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Medicago sativa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago sativa";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Medicago sativa";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Medicago sativa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago scutellata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago tornata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Medicago turbinata";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Medicago turbinata";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Megabalanus coccopoma";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Megabalanus tintinnabulum";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Megabalanus tulipiformis";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Megabruchidius dorsalis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Food contaminant";"unintentional";"D";;;;
"Megachile rotundata";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
